"Account Receivable and Payable data from a large manufacturer called WMS Pte Ltd, which has global operations. ",,,,,,,,,,,,





Header ,Description,,,,,,,,,,,
Country,WMS Country of operation,,,,,,,,,,,
Partner,Name of Partner,,,,,,,,,,,
ParternType,Customer or Supplier.  Customer for sales invoices and partner for purchases invoices.  Credit and Debit notes also included in the dataset,,,,,,,,,,,
Bank,Bank of WMS in the Coutry of Operation,,,,,,,,,,,
BankAccount,Bank Account of WMS in the Coutry of Operation,,,,,,,,,,,
invoiceNumber,,,,,,,,,,,,
InvoiceDate,,,,,,,,,,,,
DueDate,,,,,,,,,,,,
PaymentTerms,Days allowed for the invoice to be paid,,,,,,,,,,,
InvoiceCurrency,,,,,,,,,,,,
InvoiceAmount,,,,,,,,,,,,
SettlmentCurrency,,,,,,,,,,,,
CurrencyPair,,,,,,,,,,,,
SettlementAmount,,,,,,,,,,,,
SettledAmountUSD,Everything should be changed in the reporting currency ,,,,,,,,,,,
SettledDate,,,,,,,,,,,,
DocumentType,"Type of invoice: sales, purchase, credit or debit note",,,,,,,,,,,
Country,Partner,ParternType,Bank,BankAccount,invoiceNumber,InvoiceDate,DueDate,PaymentTerms,InvoiceCurrency,InvoiceAmount,SettlmentCurrency,CurrencyPair,SettlementAmount,SettledAmountUSD,SettledDate,DocumentType
Japan,Marketasia Distributors (S) Pte Ltd,Customer,ING,66087938,3077571538,2/27/2020,3/29/2020,31,USD,64.54,USD,USD/USD,64.54,64.54,3/18/2020,Sales Invoice
Switzerland,Imperial Distribution Services Company,Customer,UBS ,23996896,7690941431,2/18/2020,3/20/2020,31,USD,41.11,USD,USD/USD,41.11,41.11,3/19/2020,Sales Invoice
Singapore,Fullerton Distributors,Customer,UBS ,89827702,2329204580,3/2/2020,4/1/2020,30,USD,54.56,USD,USD/USD,54.56,54.56,3/21/2020,Sales Invoice
Singapore,Fullerton Distributors,Customer,UBS ,89827702,1556974311,2/20/2020,3/22/2020,31,USD,107.94,USD,USD/USD,107.94,107.94,3/21/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,9239905667,2/17/2020,3/19/2020,31,USD,43.41,USD,USD/USD,43.41,43.41,3/22/2020,Sales Invoice
Singapore,Pan Orient Distribution Pte Ltd,Customer,Citibank,15418194,4060402287,3/2/2020,4/1/2020,30,USD,60.84,USD,USD/USD,60.84,60.84,3/23/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,2801147000,3/3/2020,4/2/2020,30,USD,79.74,USD,USD/USD,79.74,79.74,3/25/2020,Sales Invoice
Japan,Games Dynamic Distribution Company,Customer,Nomura Holdings,14966739,9839492497,3/12/2020,4/11/2020,30,USD,86.69,USD,USD/USD,86.69,86.69,3/26/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,1321318878,2/20/2020,3/22/2020,31,USD,53.11,USD,USD/USD,53.11,53.11,3/27/2020,Sales Invoice
Switzerland,P & J Beauty Distributors Company,Customer,ING,51589645,6273031192,2/22/2020,3/24/2020,31,USD,57.64,USD,USD/USD,57.64,57.64,3/28/2020,Sales Invoice
Switzerland,Full House Video Distributors Pte Ltd,Customer,ING,99264723,902573987,3/1/2020,3/31/2020,30,USD,68.35,USD,USD/USD,68.35,68.35,3/31/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,6287088969,3/8/2020,4/7/2020,30,USD,61.67,USD,USD/USD,61.67,61.67,3/31/2020,Sales Invoice
Singapore,Landom Distribution Pte Ltd,Customer,DBS,47923594,8922128667,3/5/2020,,,USD,-73.49,USD,USD/USD,-73.49,-73.49,4/1/2020,Credit Note
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,7142055006,3/7/2020,4/6/2020,30,USD,56.6,USD,USD/USD,56.6,56.6,4/1/2020,Sales Invoice
Japan,Kerry Distribution Services Company,Customer,ING,28082187,5612029362,2/7/2020,3/9/2020,31,USD,72.82,USD,USD/USD,72.82,72.82,4/1/2020,Sales Invoice
Singapore,Fullerton Distributors,Customer,UBS ,89827702,857712918,2/22/2020,3/24/2020,31,USD,93.39,USD,USD/USD,93.39,93.39,4/4/2020,Sales Invoice
Singapore,Pan Orient Distribution Pte Ltd,Customer,Citibank,15418194,5905976017,3/19/2020,4/18/2020,30,USD,57.46,USD,USD/USD,57.46,57.46,4/6/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,7091388946,2/12/2020,3/14/2020,31,USD,60.3,USD,USD/USD,60.3,60.3,4/6/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,9671863604,2/24/2020,3/26/2020,31,USD,64.64,USD,USD/USD,64.64,64.64,4/6/2020,Sales Invoice
Singapore,Fullerton Distributors,Customer,UBS ,89827702,9390786866,2/24/2020,3/26/2020,31,USD,74.62,USD,USD/USD,74.62,74.62,4/6/2020,Sales Invoice
Singapore,Horizon Distribution Centre,Customer,DBS,51942517,3357258713,3/24/2020,4/23/2020,30,USD,65.37,USD,USD/USD,65.37,65.37,4/7/2020,Sales Invoice
Singapore,Leow Liang Buddhist Book Distributor Company,Customer,Citibank,58184298,1089324685,3/29/2020,4/28/2020,30,USD,85.33,USD,USD/USD,85.33,85.33,4/7/2020,Sales Invoice
Japan,Quick Photo Distributor,Customer,Japan Post Bank,37497924,8450356834,3/9/2020,4/8/2020,30,USD,50.21,USD,USD/USD,50.21,50.21,4/8/2020,Sales Invoice
Singapore,One Source Distribution Pte Ltd,Customer,Citibank,50840360,7706707710,3/14/2020,4/13/2020,30,USD,68.16,USD,USD/USD,68.16,68.16,4/8/2020,Sales Invoice
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,2246279597,3/30/2020,4/29/2020,30,USD,21.4,USD,USD/USD,21.4,21.4,4/8/2020,Sales Invoice
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,9506308848,3/24/2020,4/23/2020,30,USD,33.37,USD,USD/USD,33.37,33.37,4/8/2020,Sales Invoice
Singapore,Landom Distribution Pte Ltd,Customer,DBS,47923594,8035927112,3/14/2020,4/13/2020,30,USD,48.27,USD,USD/USD,48.27,48.27,4/10/2020,Sales Invoice
Singapore,Multipower Distribution Pte Ltd,Customer,DBS,28787880,380292674,3/2/2020,4/1/2020,30,USD,26.83,USD,USD/USD,26.83,26.83,4/10/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,6590705536,3/23/2020,4/22/2020,30,USD,59.54,USD,USD/USD,59.54,59.54,4/11/2020,Sales Invoice
Japan,MKR Distribution Pte Ltd,Customer,Sumitomo Mitsui Trust,73833734,7074598959,4/6/2020,5/6/2020,30,USD,42.25,USD,USD/USD,42.25,42.25,4/11/2020,Sales Invoice
Singapore,Prestige Products Distribution Company,Customer,UBS ,85828508,588467684,3/12/2020,4/11/2020,30,USD,46.63,USD,USD/USD,46.63,46.63,4/11/2020,Sales Invoice
Switzerland,Playbox Distribution Pte Ltd,Customer,ING,62446983,9565133328,3/19/2020,4/18/2020,30,USD,81.1,USD,USD/USD,81.1,81.1,4/11/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,2659238903,3/9/2020,4/8/2020,30,USD,46.86,USD,USD/USD,46.86,46.86,4/12/2020,Sales Invoice
Switzerland,Kerl Distribution Pte. Ltd.,Customer,Credit Suisse,93201834,4682447856,3/2/2020,4/1/2020,30,USD,79.37,USD,USD/USD,79.37,79.37,4/12/2020,Sales Invoice
Japan,Games Dynamic Distribution Company,Customer,Nomura Holdings,14966739,2094625650,3/21/2020,4/20/2020,30,USD,83.02,USD,USD/USD,83.02,83.02,4/13/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,4560936162,3/22/2020,4/21/2020,30,USD,72,USD,USD/USD,72,72,4/15/2020,Sales Invoice
Japan,MKR Distribution Pte Ltd,Customer,Sumitomo Mitsui Trust,73833734,354407690,4/12/2020,5/12/2020,30,USD,45.56,USD,USD/USD,45.56,45.56,4/17/2020,Sales Invoice
Japan,O-Z Electric Distribution Company,Customer,Japan Post Bank,62859208,4146703959,3/29/2020,4/28/2020,30,USD,81.21,USD,USD/USD,81.21,81.21,4/17/2020,Sales Invoice
Japan,Marketasia Distributors (S) Pte Ltd,Customer,ING,66087938,8462827944,4/1/2020,5/1/2020,30,USD,52.4,USD,USD/USD,52.4,52.4,4/18/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,4657747158,3/24/2020,4/23/2020,30,USD,82.64,USD,USD/USD,82.64,82.64,4/19/2020,Sales Invoice
Japan,Games Dynamic Distribution Company,Customer,Nomura Holdings,14966739,3219214405,3/16/2020,4/15/2020,30,USD,62.67,USD,USD/USD,62.67,62.67,4/19/2020,Sales Invoice
Singapore,Music Distributors (S) Pte Ltd,Customer,UBS ,72715155,8033892101,4/3/2020,5/3/2020,30,USD,74.34,USD,USD/USD,74.34,74.34,4/19/2020,Sales Invoice
Australia,Inkjet Distribution Company,Customer,National Australian Bank (NAB),34578931,8517033976,3/21/2020,4/20/2020,30,USD,70.99,USD,USD/USD,70.99,70.99,4/23/2020,Sales Invoice
Australia,Fresh Cafe Distributors Company,Customer,National Australian Bank (NAB),34578931,3418724483,4/17/2020,5/17/2020,30,USD,79.26,USD,USD/USD,79.26,79.26,4/24/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,2987359559,3/8/2020,4/7/2020,30,USD,57.96,USD,USD/USD,57.96,57.96,4/24/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,3261039339,3/29/2020,4/28/2020,30,USD,14.63,USD,USD/USD,14.63,14.63,4/24/2020,Sales Invoice
Japan,Force 1 Asia Distribution Company,Customer,UBS ,89307440,7555055375,3/22/2020,4/21/2020,30,USD,24.19,USD,USD/USD,24.19,24.19,4/25/2020,Sales Invoice
Singapore,International Distribution Facilities Company,Customer,Citibank,45899292,1087780845,4/8/2020,5/8/2020,30,USD,64.81,USD,USD/USD,64.81,64.81,4/25/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,374625254,4/3/2020,5/3/2020,30,USD,37.82,USD,USD/USD,37.82,37.82,4/25/2020,Sales Invoice
Japan,Quick Photo Distributor,Customer,Japan Post Bank,37497924,8908680989,3/31/2020,,,USD,-48.07,USD,USD/USD,-48.07,-48.07,4/26/2020,Credit Note
Japan,Integrity Distribution Pte Ltd,Customer,The Norinchukin Bank,89164178,9773021858,3/5/2020,4/4/2020,30,USD,79.49,USD,USD/USD,79.49,79.49,4/27/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,8184291649,4/7/2020,5/7/2020,30,USD,9.47,USD,USD/USD,9.47,9.47,4/27/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,4588532423,3/12/2020,4/11/2020,30,USD,58.52,USD,USD/USD,58.52,58.52,4/28/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,5423618299,3/20/2020,4/19/2020,30,USD,81.59,USD,USD/USD,81.59,81.59,4/28/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,9171870990,3/19/2020,4/18/2020,30,USD,87.99,USD,USD/USD,87.99,87.99,4/28/2020,Sales Invoice
Switzerland,Full House Video Distributors Pte Ltd,Customer,ING,99264723,2528705556,4/2/2020,5/2/2020,30,USD,63,USD,USD/USD,63,63,4/28/2020,Sales Invoice
Singapore,One Source Distribution Pte Ltd,Customer,Citibank,50840360,9800138273,3/6/2020,4/5/2020,30,USD,30.89,USD,USD/USD,30.89,30.89,4/29/2020,Sales Invoice
Singapore,Pan Orient Distribution Pte Ltd,Customer,Citibank,15418194,8428274862,4/7/2020,5/7/2020,30,USD,77.01,USD,USD/USD,77.01,77.01,4/29/2020,Sales Invoice
Singapore,Landom Distribution Pte Ltd,Customer,DBS,47923594,4507038116,4/1/2020,5/1/2020,30,USD,91.82,USD,USD/USD,91.82,91.82,5/1/2020,Sales Invoice
Australia,Jalan Distributors (Asia) Pte Ltd,Customer,National Australian Bank (NAB),34578931,3705856926,4/29/2020,5/29/2020,30,USD,49.21,USD,USD/USD,49.21,49.21,5/3/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,5882624218,3/17/2020,4/16/2020,30,USD,76.85,USD,USD/USD,76.85,76.85,5/3/2020,Sales Invoice
Japan,O-Z Electric Distribution Company,Customer,Japan Post Bank,62859208,617172736,4/3/2020,5/3/2020,30,USD,77.79,USD,USD/USD,77.79,77.79,5/3/2020,Sales Invoice
Singapore,Multipower Distribution Pte Ltd,Customer,DBS,28787880,6474542050,4/5/2020,5/5/2020,30,USD,45.06,USD,USD/USD,45.06,45.06,5/5/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,7545656006,3/28/2020,4/27/2020,30,USD,83.73,USD,USD/USD,83.73,83.73,5/6/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,9858844250,3/27/2020,4/26/2020,30,USD,126.31,USD,USD/USD,126.31,126.31,5/6/2020,Sales Invoice
Japan,Hodaka Distributors Pte Ltd,Customer,Nomura Holdings,87181675,2746735879,3/25/2020,4/24/2020,30,USD,50.79,USD,USD/USD,50.79,50.79,5/6/2020,Sales Invoice
Japan,Force 1 Asia Distribution Company,Customer,UBS ,89307440,2442844131,4/15/2020,5/15/2020,30,USD,64.19,USD,USD/USD,64.19,64.19,5/7/2020,Sales Invoice
Japan,Linkcraft Distribution (S) Pte Ltd,Customer,UBS ,66204328,2567314578,4/14/2020,5/14/2020,30,USD,81.26,USD,USD/USD,81.26,81.26,5/7/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,8898728543,4/7/2020,5/7/2020,30,USD,84.15,USD,USD/USD,84.15,84.15,5/7/2020,Sales Invoice
Australia,Jalan Distributors (Asia) Pte Ltd,Customer,National Australian Bank (NAB),34578931,1714365400,4/21/2020,5/21/2020,30,USD,40.38,USD,USD/USD,40.38,40.38,5/8/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,3097229122,4/8/2020,5/8/2020,30,USD,56.01,USD,USD/USD,56.01,56.01,5/8/2020,Sales Invoice
Singapore,Landom Distribution Pte Ltd,Customer,DBS,47923594,7751899037,4/6/2020,5/6/2020,30,USD,47.77,USD,USD/USD,47.77,47.77,5/8/2020,Sales Invoice
Switzerland,Imperial Distribution Services Company,Customer,UBS ,23996896,4056509011,4/11/2020,5/11/2020,30,USD,74.41,USD,USD/USD,74.41,74.41,5/8/2020,Sales Invoice
Japan,Hodaka Distributors Pte Ltd,Customer,Nomura Holdings,87181675,6032999481,3/18/2020,4/17/2020,30,USD,81.21,USD,USD/USD,81.21,81.21,5/11/2020,Sales Invoice
Singapore,Lal Sahu Distribution Pte Ltd,Customer,DBS,86543952,8813796388,4/26/2020,5/26/2020,30,USD,57.06,USD,USD/USD,57.06,57.06,5/11/2020,Sales Invoice
Singapore,Lap Distribution Pte Ltd,Customer,DBS,38753247,4469521566,4/26/2020,5/26/2020,30,USD,43.79,USD,USD/USD,43.79,43.79,5/12/2020,Sales Invoice
Switzerland,Hub Distributors Services Pte Ltd,Customer,ING,39121931,7762178946,4/16/2020,5/16/2020,30,USD,59.66,USD,USD/USD,59.66,59.66,5/12/2020,Sales Invoice
Australia,Fresh Cafe Distributors Company,Customer,National Australian Bank (NAB),34578931,9265800851,5/2/2020,6/1/2020,30,USD,74.36,USD,USD/USD,74.36,74.36,5/13/2020,Sales Invoice
Japan,O-Z Electric Distribution Company,Customer,Japan Post Bank,62859208,3168924777,4/25/2020,5/25/2020,30,USD,72.88,USD,USD/USD,72.88,72.88,5/13/2020,Sales Invoice
Switzerland,Kerl Distribution Pte. Ltd.,Customer,Credit Suisse,93201834,1900323621,4/11/2020,5/11/2020,30,USD,43.06,USD,USD/USD,43.06,43.06,5/13/2020,Sales Invoice
Japan,Quick Photo Distributor,Customer,Japan Post Bank,37497924,938015647,4/22/2020,5/22/2020,30,USD,49.03,USD,USD/USD,49.03,49.03,5/15/2020,Sales Invoice
Australia,Lighting & Sound Distribution Company,Customer,National Australian Bank (NAB),34578931,4509742801,4/10/2020,,,USD,-84.98,USD,USD/USD,-84.98,-84.98,5/16/2020,Credit Note
Japan,Hodaka Distributors Pte Ltd,Customer,Nomura Holdings,87181675,2123675598,4/23/2020,5/23/2020,30,USD,73.71,USD,USD/USD,73.71,73.71,5/16/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,4865860838,4/16/2020,5/16/2020,30,USD,52.57,USD,USD/USD,52.57,52.57,5/19/2020,Sales Invoice
Australia,Inkjet Distribution Company,Customer,National Australian Bank (NAB),34578931,3865457806,4/3/2020,5/3/2020,30,USD,90.34,USD,USD/USD,90.34,90.34,5/19/2020,Sales Invoice
Switzerland,Full House Video Distributors Pte Ltd,Customer,ING,99264723,1342171511,4/23/2020,5/23/2020,30,USD,27,USD,USD/USD,27,27,5/19/2020,Sales Invoice
Switzerland,Hub Distributors Services Pte Ltd,Customer,ING,39121931,6746571543,4/25/2020,5/25/2020,30,USD,43.62,USD,USD/USD,43.62,43.62,5/19/2020,Sales Invoice
Switzerland,Kerl Distribution Pte. Ltd.,Customer,Credit Suisse,93201834,1048700348,4/12/2020,5/12/2020,30,USD,52.67,USD,USD/USD,52.67,52.67,5/19/2020,Sales Invoice
Singapore,Horizon Distribution Centre,Customer,DBS,51942517,9367388295,4/24/2020,5/24/2020,30,USD,43.95,USD,USD/USD,43.95,43.95,5/20/2020,Sales Invoice
Japan,Force 1 Asia Distribution Company,Customer,UBS ,89307440,561711596,4/16/2020,5/16/2020,30,USD,37.38,USD,USD/USD,37.38,37.38,5/21/2020,Sales Invoice
Singapore,Lap Distribution Pte Ltd,Customer,DBS,38753247,5137377854,5/7/2020,6/6/2020,30,USD,50.63,USD,USD/USD,50.63,50.63,5/21/2020,Sales Invoice
Singapore,One Source Distribution Pte Ltd,Customer,Citibank,50840360,8017340942,4/23/2020,5/23/2020,30,USD,19.53,USD,USD/USD,19.53,19.53,5/21/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,6292573032,4/16/2020,5/16/2020,30,USD,61.14,USD,USD/USD,61.14,61.14,5/21/2020,Sales Invoice
Singapore,Jaguar Apparel Distributors Pte Ltd,Customer,DBS,32885961,9298034378,5/13/2020,6/12/2020,30,USD,68.69,USD,USD/USD,68.69,68.69,5/22/2020,Sales Invoice
Singapore,One Source Distribution Pte Ltd,Customer,Citibank,50840360,9825194232,4/17/2020,5/17/2020,30,USD,63.91,USD,USD/USD,63.91,63.91,5/22/2020,Sales Invoice
Switzerland,Imperial Distribution Services Company,Customer,UBS ,23996896,726197794,4/11/2020,5/11/2020,30,USD,41.94,USD,USD/USD,41.94,41.94,5/22/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,6085710390,4/29/2020,5/29/2020,30,USD,82.04,USD,USD/USD,82.04,82.04,5/23/2020,Sales Invoice
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,2498731372,5/4/2020,,,USD,-42.59,USD,USD/USD,-42.59,-42.59,5/24/2020,Credit Note
Australia,Lighting & Sound Distribution Company,Customer,National Australian Bank (NAB),34578931,1264381785,4/29/2020,5/29/2020,30,USD,54.5,USD,USD/USD,54.5,54.5,5/24/2020,Sales Invoice
Japan,Kerry Distribution Services Company,Customer,ING,28082187,3160080084,4/16/2020,5/16/2020,30,USD,71.86,USD,USD/USD,71.86,71.86,5/24/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,4804144659,4/24/2020,5/24/2020,30,USD,89.07,USD,USD/USD,89.07,89.07,5/28/2020,Sales Invoice
Singapore,Landom Distribution Pte Ltd,Customer,DBS,47923594,8317322623,4/23/2020,5/23/2020,30,USD,74.98,USD,USD/USD,74.98,74.98,5/28/2020,Sales Invoice
Singapore,Maxwell Distribution Pte Ltd,Customer,DBS,98060699,2819777550,5/24/2020,6/23/2020,30,USD,61.45,USD,USD/USD,61.45,61.45,5/28/2020,Sales Invoice
Singapore,Maxwell Distribution Pte Ltd,Customer,DBS,98060699,608187073,5/25/2020,6/24/2020,30,USD,56.09,USD,USD/USD,56.09,56.09,5/28/2020,Sales Invoice
Singapore,Multipower Distribution Pte Ltd,Customer,DBS,28787880,7845388340,4/24/2020,5/24/2020,30,USD,39.25,USD,USD/USD,39.25,39.25,5/28/2020,Sales Invoice
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,2702927066,5/14/2020,6/13/2020,30,USD,43.07,USD,USD/USD,43.07,43.07,5/28/2020,Sales Invoice
Singapore,Lap Distribution Pte Ltd,Customer,DBS,38753247,3503012790,5/14/2020,,,USD,-43.67,USD,USD/USD,-43.67,-43.67,5/29/2020,Credit Note
Japan,Integrity Distribution Pte Ltd,Customer,The Norinchukin Bank,89164178,4148364406,4/19/2020,5/19/2020,30,USD,74.28,USD,USD/USD,74.28,74.28,5/29/2020,Sales Invoice
Singapore,Horizon Distribution Centre,Customer,DBS,51942517,7469612917,5/16/2020,6/15/2020,30,USD,85.72,USD,USD/USD,85.72,85.72,5/30/2020,Sales Invoice
Switzerland,Playbox Distribution Pte Ltd,Customer,ING,62446983,2936586813,4/30/2020,5/30/2020,30,USD,59.78,USD,USD/USD,59.78,59.78,5/30/2020,Sales Invoice
Japan,Kerry Distribution Services Company,Customer,ING,28082187,1125640611,4/24/2020,5/24/2020,30,USD,74.11,USD,USD/USD,74.11,74.11,6/2/2020,Sales Invoice
Japan,Kingdom Green Distributor Pte Ltd,Customer,Sumitomo Mitsui Trust,95433631,2262995436,4/17/2020,5/17/2020,30,USD,70.59,USD,USD/USD,70.59,70.59,6/2/2020,Sales Invoice
Japan,Games Dynamic Distribution Company,Customer,Nomura Holdings,14966739,658936368,5/17/2020,6/16/2020,30,USD,69.82,USD,USD/USD,69.82,69.82,6/3/2020,Sales Invoice
Singapore,Fairfield Book Distributors Pte Ltd,Customer,UOB,57312250,2871447909,5/5/2020,6/4/2020,30,USD,76.49,USD,USD/USD,76.49,76.49,6/3/2020,Sales Invoice
Switzerland,Good Health Distributors Pte Ltd,Customer,ING,85376964,7516274125,5/23/2020,6/22/2020,30,USD,34.5,USD,USD/USD,34.5,34.5,6/3/2020,Sales Invoice
Australia,Firsttech Distribution Pte Ltd,Customer,National Australian Bank (NAB),34578931,9455464141,5/5/2020,6/4/2020,30,USD,60.77,USD,USD/USD,60.77,60.77,6/4/2020,Sales Invoice
Australia,Inkjet Distribution Company,Customer,National Australian Bank (NAB),34578931,46937392,5/16/2020,6/15/2020,30,USD,69.88,USD,USD/USD,69.88,69.88,6/4/2020,Sales Invoice
Japan,Quick Photo Distributor,Customer,Japan Post Bank,37497924,3974531546,5/4/2020,6/3/2020,30,USD,43.28,USD,USD/USD,43.28,43.28,6/4/2020,Sales Invoice
Singapore,Pansing Distribution Pte Ltd,Customer,DBS,96812455,5955530230,5/13/2020,6/12/2020,30,USD,16.57,USD,USD/USD,16.57,16.57,6/4/2020,Sales Invoice
Japan,Force 1 Asia Distribution Company,Customer,UBS ,89307440,9037530272,5/13/2020,,,USD,-31.84,USD,USD/USD,-31.84,-31.84,6/5/2020,Credit Note
Japan,Quick Photo Distributor,Customer,Japan Post Bank,37497924,9598751206,5/8/2020,6/7/2020,30,USD,41.83,USD,USD/USD,41.83,41.83,6/5/2020,Sales Invoice
Singapore,International Distribution Facilities Company,Customer,Citibank,45899292,8656503168,5/19/2020,6/18/2020,30,USD,35.15,USD,USD/USD,35.15,35.15,6/5/2020,Sales Invoice
Switzerland,P & J Beauty Distributors Company,Customer,ING,51589645,748230672,5/11/2020,6/10/2020,30,USD,53.01,USD,USD/USD,53.01,53.01,6/5/2020,Sales Invoice
Australia,Jalan Distributors (Asia) Pte Ltd,Customer,National Australian Bank (NAB),34578931,4965519306,5/26/2020,6/25/2020,30,USD,56.56,USD,USD/USD,56.56,56.56,6/6/2020,Sales Invoice
Singapore,Lap Distribution Pte Ltd,Customer,DBS,38753247,6604379824,5/24/2020,6/23/2020,30,USD,61.84,USD,USD/USD,61.84,61.84,6/6/2020,Sales Invoice
Singapore,Leow Liang Buddhist Book Distributor Company,Customer,Citibank,58184298,5872970998,5/29/2020,6/28/2020,30,USD,85.89,USD,USD/USD,85.89,85.89,6/6/2020,Sales Invoice
Singapore,Music Distributors (S) Pte Ltd,Customer,UBS ,72715155,8893171508,5/29/2020,6/28/2020,30,USD,68.49,USD,USD/USD,68.49,68.49,6/6/2020,Sales Invoice
Singapore,Lap Distribution Pte Ltd,Customer,DBS,38753247,3242588970,5/15/2020,6/14/2020,30,USD,35.23,USD,USD/USD,35.23,35.23,6/7/2020,Sales Invoice
Switzerland,Musiclink AV Distribution,Customer,Credit Suisse,47685822,488925270,5/18/2020,6/17/2020,30,USD,40.54,USD,USD/USD,40.54,40.54,6/7/2020,Sales Invoice
Switzerland,P & J Beauty Distributors Company,Customer,ING,51589645,7615315828,5/10/2020,6/9/2020,30,USD,36.86,USD,USD/USD,36.86,36.86,6/8/2020,Sales Invoice
Japan,Linkcraft Distribution (S) Pte Ltd,Customer,UBS ,66204328,36620839,5/8/2020,6/7/2020,30,USD,90.08,USD,USD/USD,90.08,90.08,6/9/2020,Sales Invoice
Japan,O-Z Electric Distribution Company,Customer,Japan Post Bank,62859208,3191622040,5/25/2020,6/24/2020,30,USD,96.64,USD,USD/USD,96.64,96.64,6/10/2020,Sales Invoice
Japan,Integrity Distribution Pte Ltd,Customer,The Norinchukin Bank,89164178,3032739429,5/10/2020,6/9/2020,30,USD,86.41,USD,USD/USD,86.41,86.41,6/11/2020,Sales Invoice
Switzerland,Imperial Distribution Services Company,Customer,UBS ,23996896,2346925494,5/11/2020,6/10/2020,30,USD,35.87,USD,USD/USD,35.87,35.87,6/11/2020,Sales Invoice
Singapore,Music Distributors (S) Pte Ltd,Customer,UBS ,72715155,1604888971,5/17/2020,6/16/2020,30,USD,78.57,USD,USD/USD,78.57,78.57,6/12/2020,Sales Invoice
Switzerland,Playbox Distribution Pte Ltd,Customer,ING,62446983,8711889452,5/17/2020,6/16/2020,30,USD,55.31,USD,USD/USD,55.31,55.31,6/12/2020,Sales Invoice
Japan,Integrity Distribution Pte Ltd,Customer,The Norinchukin Bank,89164178,4140763678,5/9/2020,6/8/2020,30,USD,89.43,USD,USD/USD,89.43,89.43,6/13/2020,Sales Invoice
Switzerland,Kerl Distribution Pte. Ltd.,Customer,Credit Suisse,93201834,2257886659,5/6/2020,6/5/2020,30,USD,40.9,USD,USD/USD,40.9,40.9,6/13/2020,Sales Invoice
Australia,Inkjet Distribution Company,Customer,National Australian Bank (NAB),34578931,4039055586,5/21/2020,6/20/2020,30,USD,97.63,USD,USD/USD,97.63,97.63,6/14/2020,Sales Invoice
Australia,Lighting & Sound Distribution Company,Customer,National Australian Bank (NAB),34578931,7504945766,5/9/2020,6/8/2020,30,USD,86.91,USD,USD/USD,86.91,86.91,6/14/2020,Sales Invoice
